product_id,product_name,category,cost_per_unit,price_per_unit,stock_level,supplier_id,warehouse_id
32,soon,Furniture,453.51550012217945,183.80956344745127,428,166,80
33,son,Furniture,129.57172720825292,1299.8489717916038,285,343,140
34,technology,Furniture,431.8541260424717,1565.7144915794834,481,58,73
35,to,Furniture,294.67792185671567,964.7955203923433,98,451,139
36,collection,Books,168.71726665326506,1522.18829237877,430,245,8
37,sort,Books,289.3340281957779,1857.47527586321,219,45,60
38,data,Clothing,240.9191743537281,1500.7881063246048,327,172,154
39,interview,Electronics,736.7327956958193,653.2653909158067,433,264,160
40,war,Furniture,40.46742647656849,1145.600430702445,399,383,167
41,free,Clothing,621.2881204340891,1827.6268598262652,273,66,132
42,quality,Electronics,763.0547286033704,925.7405646908608,393,327,92
43,suffer,Food,485.9162219042835,1379.312065085644,461,189,118
44,any,Books,932.2493302078392,957.7537140013013,288,273,126
45,material,Electronics,710.80188828417,286.6211060337062,66,71,119
46,management,Food,750.4444147983031,164.26538995873665,315,353,172
47,follow,Electronics,204.96415256646154,1906.93422127594,416,36,83
48,main,Books,779.5226200806827,1244.4564581711365,111,239,163
49,throw,Books,833.7737887222837,252.4390805888586,212,68,179
50,available,Clothing,367.6537245219297,1722.0051890161842,171,108,179
51,why,Furniture,221.22943735264153,1069.251616196086,339,208,157
52,whether,Electronics,391.2001724115805,1555.2676188677528,366,277,85
53,almost,Electronics,742.2118893101358,297.17458146955937,475,210,164
54,policy,Food,423.4626158100157,1818.475342067693,484,302,104
55,position,Books,739.28535647254,1201.54410737995,59,430,114
56,memory,Electronics,122.42889556776228,1489.60832746063,30,348,188
57,painting,Books,807.9515933835995,111.19039163286331,267,107,15
58,tonight,Electronics,260.6754068259338,664.8445553880562,464,380,51
59,sport,Clothing,256.43969783744774,571.5185580710528,375,16,50
60,ahead,Furniture,594.4771555518221,1901.710240811348,154,239,111
61,word,Electronics,79.41686528951976,411.4102093166553,350,406,55
62,floor,Books,36.03474941782188,1428.7508670924806,2,390,12
63,best,Clothing,268.4183786405148,133.3693986111214,418,222,178
64,strategy,Electronics,542.6868752274745,435.4839671037652,169,440,190
65,property,Food,908.540222362975,710.2648407959879,214,256,133
66,memory,Furniture,847.9708245442339,1599.2864033557462,251,301,155
67,strong,Electronics,495.5419953217657,1590.4543311205107,31,442,79
68,explain,Clothing,46.68147375655784,1907.5736303991657,319,412,90
69,network,Food,539.900207283016,1837.6966302004253,183,145,9
70,sport,Clothing,707.7476439260425,208.95346033778188,373,164,104
71,page,Clothing,345.77288719978344,1668.2420581821568,189,12,104
72,example,Food,119.95267024883816,929.7884801030327,213,50,163
73,raise,Clothing,285.78227367360284,1738.4778769229802,127,315,141
74,despite,Food,773.8729758231358,224.1081904857046,292,360,44
75,high,Electronics,357.73139396049504,1654.3997479393045,296,12,174
76,once,Food,813.861675778853,361.3029120515099,23,484,97
77,wish,Food,326.32623728940104,700.9911786352172,410,190,98
78,total,Furniture,171.91948802967994,106.25438056554225,18,296,119
79,something,Food,441.48987591847214,291.26977196492015,79,93,68
80,price,Food,457.7517671662476,919.1654765541463,34,130,53
81,manager,Electronics,25.947136363843605,1645.7597544872172,470,349,109
82,cut,Furniture,125.87462197926287,1558.6560541618471,412,478,1
83,race,Books,193.07675858508927,508.8306354638108,107,484,11
84,foot,Electronics,122.45144420488815,345.7963756850979,305,364,178
85,bank,Electronics,348.1108146671502,809.0637528144516,448,409,137
86,difficult,Books,964.9766270608478,1772.3732770651252,199,341,38
87,wide,Food,514.1303129438072,228.27889461785617,191,214,141
88,often,Clothing,631.28046363194,1108.682320171483,232,330,133
89,generation,Furniture,362.8226137377979,223.1745848359317,62,383,25
90,early,Clothing,330.25288402671464,966.9136362702659,42,287,126
91,here,Books,32.91530419585827,297.2434487139154,24,175,10
92,card,Electronics,505.3303191192622,206.65702324876133,163,444,133
93,campaign,Electronics,488.7729166841496,422.1561994739903,461,201,22
94,notice,Furniture,166.2524189193118,547.7492377690941,183,105,42
95,family,Electronics,766.6807602046366,588.7174893062784,433,231,101
96,budget,Electronics,497.7475870078929,1308.2724971322991,333,98,148
97,child,Furniture,345.6040304599575,157.21465746461845,95,103,28
98,research,Furniture,155.4398199326977,207.57766681546005,443,41,21
99,step,Books,556.6392187013023,417.97701488457085,83,434,139
100,leader,Electronics,755.2888558279217,1750.5229849037728,93,151,69
101,leader,Electronics,289.17935915812194,1275.7796058233039,278,268,37
102,better,Books,226.60640806095532,1474.2208354165134,105,327,177
103,Republican,Food,526.7156144239312,772.2062033374353,85,352,117
104,sell,Food,163.78986948491678,465.7796806865017,61,467,197
105,medical,Food,669.947252728342,124.02465387767997,208,278,33
106,light,Books,609.2901916647882,1002.6444589451899,158,56,45
107,there,Electronics,96.21122909551434,1169.84788024326,69,16,136
108,as,Books,46.15517558756013,1799.155449036538,489,442,116
109,leave,Books,624.085766062699,1770.0813085605382,444,456,134
110,to,Food,301.3508362488534,878.1360590208972,489,222,143
111,article,Clothing,95.58129564166455,875.9769615567511,262,179,143
112,late,Electronics,761.8344179069217,364.18964859587567,341,134,137
113,probably,Food,320.9035629874677,552.0255262930522,234,258,61
114,moment,Clothing,465.00355414184133,1855.0439738257385,370,62,56
115,child,Clothing,244.44479817923155,325.02022132364414,139,482,133
116,they,Furniture,631.0439075743849,1938.9641161501206,280,477,126
117,enter,Electronics,308.47353120081584,1034.240172919633,476,488,154
118,day,Clothing,968.3407516153521,940.3832107953207,335,123,126
119,kid,Food,705.9180731307375,390.5448423383913,231,42,123
120,issue,Furniture,145.35505360973113,1340.0054384408375,366,373,185
121,believe,Electronics,422.5278912767321,946.6987608063833,360,373,35
122,face,Books,391.5668887325798,772.7929824307814,51,299,10
123,whether,Food,538.9046396131793,565.8066262413193,239,52,91
124,road,Clothing,843.5113677344608,179.64926587900035,19,379,21
125,nor,Clothing,587.5877950311717,1062.6898272746366,178,442,140
126,hot,Food,70.94111082399928,660.1712494643416,209,404,9
127,cup,Clothing,658.8615398348265,1430.3371458554057,387,312,144
128,themselves,Furniture,18.182644966399813,1460.8685956608472,131,67,120
129,know,Electronics,782.1608559349891,697.6086724987031,231,59,182
130,majority,Furniture,669.9697116871296,1354.7853329551838,384,304,127
131,support,Clothing,315.6978017690601,554.4167185450139,92,35,23
132,program,Books,299.5173865436206,1467.9887661721982,31,136,39
133,put,Electronics,800.2902665808425,81.35043381318289,362,499,128
134,whose,Electronics,785.5033250053743,345.63709562135995,249,76,22
135,medical,Food,358.77933083299234,527.7668907195006,124,242,55
136,me,Food,305.95825079898253,1557.2241996236874,369,493,159
137,federal,Books,564.2265409939621,179.43369351459663,431,491,74
138,team,Electronics,18.28200338430274,416.7114302452853,136,288,47
139,culture,Books,91.84036760667686,749.3170057351284,273,221,27
140,determine,Food,134.90789424724937,67.89123859817624,355,301,128
141,tree,Food,193.55769964890246,1536.1359019800968,100,85,48
142,budget,Electronics,516.8979454087143,1142.2050418606623,219,123,167
143,owner,Furniture,992.3194957125108,1806.3248046890337,104,195,149
144,huge,Clothing,656.08726772988,110.5105134626436,301,102,15
145,strong,Food,70.68580650473136,579.2118333443245,97,283,81
146,beyond,Food,530.3235803216194,1475.9407320015691,316,375,118
147,system,Furniture,501.6787602656094,1366.5413679255003,370,3,45
148,rich,Furniture,152.726137659869,523.9620091791804,203,313,19
149,word,Books,921.0696451143837,1211.591083187721,21,449,181
150,certain,Books,446.3575951986153,1597.8274235601198,198,494,55
151,example,Clothing,994.6135492036423,115.09237150249874,112,247,86
152,me,Clothing,425.87157229964265,1449.375373895359,149,148,105
153,safe,Electronics,611.8781256567731,541.5892769722523,381,199,177
154,with,Books,113.71491108692567,1898.3100126415582,243,121,78
155,future,Food,459.68554556880053,1099.5294316541613,442,169,126
156,election,Books,246.37823506393357,115.1030561309982,183,1,189
157,at,Food,837.2091505855227,836.6897066259828,284,330,60
158,community,Furniture,786.0803890188645,1934.3081235279972,337,109,76
159,nor,Books,825.9381996291049,1474.2273368262165,338,460,91
160,his,Furniture,726.3733433803719,635.9340571886013,459,388,116
161,car,Clothing,834.3563913838507,1171.7712239120392,302,327,24
162,nor,Clothing,208.82046267317165,1218.2476434582127,300,10,167
163,cold,Electronics,457.52333881400364,95.52891352725993,89,470,126
164,because,Books,694.9284111465084,398.7250544359829,222,127,189
165,expert,Furniture,641.0185729557835,1125.9650297088442,248,473,114
166,laugh,Food,719.1909380453461,835.3674890568436,409,157,100
167,Democrat,Clothing,232.01579931971938,420.5737383143135,455,231,151
168,cost,Clothing,107.45036195453984,1556.7040329851313,177,15,72
169,not,Food,917.6385122940286,1003.5400173235871,485,275,114
170,personal,Furniture,564.5701766116849,654.4476276153558,118,487,93
171,begin,Furniture,162.28766526233684,365.2708255107046,174,442,167
172,ready,Books,795.5022160684879,1241.7685574436803,219,366,72
173,morning,Books,915.7806372629898,1349.2095401896731,376,437,92
174,skin,Electronics,177.867883385398,1355.7145723253357,218,46,97
175,of,Clothing,819.2383307164195,479.5603525629704,319,274,11
176,mother,Books,933.892810705937,1210.9098940835866,77,106,42
177,population,Furniture,938.9779842930571,1815.5426064739336,88,3,126
178,outside,Food,915.0148970369662,738.7158214878256,396,326,153
179,learn,Furniture,550.9568022365017,460.995518651596,78,253,162
180,executive,Clothing,362.64920408133054,1555.6915562404859,441,22,22
181,skin,Furniture,17.200079617069193,394.9217333109302,201,55,130
182,per,Electronics,70.30310460281181,544.8100047700393,64,374,179
183,heavy,Clothing,434.55062514441676,246.25656890832684,415,448,144
184,pattern,Food,405.3328849275952,572.354916345605,4,297,139
185,probably,Electronics,192.86677047418436,850.1533791192079,438,110,96
186,town,Clothing,401.52522775134025,175.10783078883267,83,373,69
187,ever,Food,182.90356480081442,1749.832376249736,193,223,100
188,team,Electronics,850.3033402480821,1051.665844822537,477,469,62
189,enough,Electronics,305.21292909684286,1196.8020821826344,493,248,19
190,feeling,Clothing,602.5787066567269,774.007225045236,6,136,157
191,bag,Books,507.81463137909594,1356.178697630128,193,321,170
192,loss,Electronics,61.36325681805229,891.9743849095099,217,387,151
193,main,Electronics,942.8113822962546,1534.5618603515277,347,413,60
194,best,Food,531.9537184679785,1651.734179855044,22,246,146
195,east,Furniture,331.8070669578972,1360.1057681787192,145,70,95
196,nice,Clothing,166.54530393673758,1008.1044573897495,443,481,101
197,population,Clothing,345.1413683795674,1575.425233674344,285,18,81
198,interesting,Books,30.306486993155605,1013.8563572394557,451,490,183
199,sea,Books,369.92257379481475,267.4443135206591,145,497,18
200,discussion,Clothing,536.1710680314598,276.8634353260071,2,186,155
201,could,Books,873.1475833924353,1899.7371222843524,288,117,85
202,into,Food,690.5006735208196,466.44786649285845,406,257,129
203,collection,Clothing,120.466490001909,1641.053732492854,359,278,142
204,scientist,Books,156.26886119358147,531.0755441863057,225,95,59
205,decide,Clothing,433.8421341401909,890.0211830207919,442,407,110
206,best,Furniture,203.75067412239997,1327.1488185913809,437,392,161
207,dinner,Electronics,37.571279806928196,359.790987147013,214,413,164
208,town,Clothing,806.9647313168895,1487.6306523095611,431,428,119
209,also,Electronics,29.327344991014183,1395.3302964852496,388,115,167
210,field,Books,832.3827091460339,1109.0116337562768,166,494,120
211,kitchen,Electronics,152.66292340263635,1153.485024282743,373,62,76
212,trial,Clothing,974.931626699045,256.2549973671013,141,275,173
213,common,Furniture,607.8351727079282,900.1008433484884,317,315,153
214,move,Books,737.6331419135965,218.81422094736794,471,497,143
215,manage,Clothing,119.37879168838423,650.3334175153457,64,124,20
216,get,Books,863.4830327169653,1805.6086751267353,333,80,34
217,point,Food,840.800419442823,1170.3401310818444,212,147,58
218,national,Electronics,656.4628042263005,1498.271704397729,289,485,60
219,pay,Food,507.2521159494335,1169.07744138299,98,22,158
220,true,Clothing,724.2742814003558,428.7616781129657,166,83,108
221,year,Furniture,15.86893318350937,1209.8762157707883,126,324,141
222,drug,Books,596.5163478444748,1523.0067507457736,157,5,93
223,thousand,Electronics,848.9320735799442,319.88975559070366,250,261,67
224,push,Books,363.3308883030073,1642.9680846844403,61,409,89
225,carry,Clothing,117.20646291808765,1133.014749007677,32,280,173
226,I,Books,426.6684772457741,58.336644229123536,395,129,40
227,always,Electronics,729.8334045679219,1063.568048359055,274,114,166
228,our,Clothing,116.2281982669658,821.5594096668177,301,284,47
229,window,Books,213.9880746107611,628.0706970154757,21,47,88
230,same,Furniture,156.07632836041293,1553.9515788398567,12,341,157
231,new,Clothing,798.9782780194727,1804.0247731347592,244,188,162
232,deal,Clothing,72.26369622796196,1537.173524222965,103,19,139
233,join,Furniture,689.7206370932886,1701.2065341022028,276,87,20
234,couple,Food,372.79235154565947,1822.1228392617877,7,142,148
235,image,Electronics,758.2333304564493,1829.6271571841316,347,251,56
236,statement,Food,964.7395845961972,273.544378843677,455,326,151
237,these,Books,123.39984659061747,939.9517033299649,130,480,100
238,sing,Furniture,321.2411906567839,50.558625066175075,299,370,113
239,responsibility,Food,812.0241734416684,1037.6020401721617,97,480,88
240,four,Clothing,273.4968021906647,1852.275671970392,277,8,104
241,store,Books,222.96939107558052,438.2494662764381,285,37,25
242,local,Books,827.124198090282,1297.5839260948303,288,86,33
243,year,Food,987.2115403659105,1306.5391405148928,173,72,159
244,them,Food,561.3117842464861,362.69027014115727,332,381,103
245,consumer,Furniture,285.26826085000584,515.1285066690477,205,486,79
246,practice,Electronics,404.58030198405345,950.9424787224701,103,266,129
247,agree,Food,178.4290241097729,417.00828408597357,492,67,182
248,particular,Food,764.2684061018449,1190.7382581227928,113,141,16
249,security,Clothing,775.7392776445403,994.8563754934246,443,295,85
250,where,Books,876.3697824586694,1062.4364480991276,360,64,59
251,believe,Electronics,36.336537960598235,312.2117280000827,131,30,194
252,small,Clothing,566.3615282101155,1058.6410596053547,39,388,125
253,finish,Furniture,222.11287999975255,146.48247255557163,307,45,131
254,tax,Furniture,347.47418533743354,1768.993831122779,372,134,143
255,early,Food,787.1060591336424,719.3368970709053,8,16,32
256,key,Food,200.1133158378812,1719.8577834296295,366,278,178
257,we,Furniture,641.9583330752788,1418.2299190524454,46,219,111
258,land,Food,658.0205293113622,1544.0365491295029,194,277,100
259,certainly,Electronics,954.5529757532777,663.3617643508993,6,221,188
260,certain,Food,777.4093192436477,494.1006826764076,368,193,103
261,especially,Books,805.5987956821565,843.144079990174,58,158,116
262,Mr,Food,536.2847415277145,97.24043170495871,169,24,118
263,owner,Clothing,194.91299909074695,1841.5735698932815,122,320,119
264,couple,Electronics,431.3077320611681,804.6778186339428,249,141,136
265,miss,Clothing,553.9946777767021,1977.6853794449516,207,222,7
266,address,Clothing,681.6350591965752,1534.826370574455,115,26,132
267,speech,Books,611.632020713608,207.00426910865542,239,98,10
268,before,Electronics,400.0380506280711,1337.3671417930232,54,276,60
269,feeling,Electronics,272.65997592588303,578.1363714340125,76,61,25
270,probably,Electronics,176.54853477164625,525.2513588836912,169,380,42
271,however,Electronics,696.9069324095436,550.2972063112651,48,243,47
272,others,Electronics,648.9446875693601,1836.3463449509932,224,390,96
273,source,Books,690.4987411002286,1024.961343339181,70,427,114
274,as,Food,378.8021782747669,1355.4682526826314,155,433,32
275,PM,Clothing,269.7837443450376,597.8482603094163,47,9,74
276,rule,Electronics,762.1241153941161,1069.7611876109804,461,384,153
277,always,Food,775.9109211047808,732.6952695118201,373,357,16
278,light,Food,461.0602102271722,676.2211287729814,279,421,177
279,hard,Clothing,615.7850439196509,531.5892535419139,202,272,144
280,time,Books,379.7844675894238,847.5634520621311,142,260,94
281,total,Furniture,704.9277281186087,1337.0587157285447,317,32,166
282,identify,Furniture,837.3643806813925,482.9853633308626,451,340,5
283,fire,Food,691.350944562293,1932.6157744108327,126,93,7
284,soon,Clothing,517.4568005786651,292.99276910415,332,479,8
285,walk,Furniture,464.0713798974466,986.4040550568009,153,128,33
286,simple,Food,645.8964544659868,215.80502189293134,65,237,62
287,available,Books,683.0127826853169,94.19737608456947,96,17,116
288,star,Furniture,563.1421490892936,1849.2207734118088,408,41,160
289,accept,Food,628.692852356321,1630.2503482037366,181,473,129
290,young,Food,105.6227956695869,1403.6029775948386,496,301,91
291,heavy,Electronics,952.2478609809035,1737.1220856423922,362,272,148
292,human,Books,792.8653330947137,1615.5544247909706,457,276,55
293,trial,Electronics,380.188591009716,1312.113555923465,178,42,191
294,probably,Clothing,567.1844848440937,1702.31753524832,129,266,78
295,court,Electronics,56.851284835057136,812.0610792472052,490,52,6
296,government,Electronics,50.81553585906979,1127.866074808496,39,188,52
297,outside,Furniture,258.29035176084307,1563.805773308359,458,432,2
298,hope,Food,692.8046259409771,215.35613168037594,300,151,39
299,account,Books,853.6262703220116,1724.3586609668437,491,244,121
300,to,Electronics,563.5940211800499,355.8193886083798,361,289,32
301,seem,Books,536.8114121865289,1735.8554431502014,350,491,116
302,edge,Electronics,408.2864384535513,657.0990996842077,133,127,179
303,sound,Clothing,169.98197639844096,687.226549639976,379,205,197
304,up,Electronics,127.17056031332164,194.19994524591746,452,409,92
305,night,Furniture,763.0729636087564,1777.5042665967114,380,306,32
306,newspaper,Food,928.2285157836099,390.2952846621957,109,357,93
307,forward,Clothing,463.7003842224104,1278.5973089721797,72,100,131
308,three,Electronics,662.8512021284819,1305.7368185443686,208,344,62
309,million,Books,915.3130743721318,598.2454316585595,65,454,13
310,relate,Clothing,99.21249660480309,1972.0388670407685,241,79,70
311,actually,Clothing,772.7766385878396,175.1241253166156,79,183,21
312,girl,Electronics,620.6487155318193,1235.3504214334607,88,98,189
313,school,Clothing,602.6508070415628,985.1106585415188,399,68,14
314,network,Books,299.6150241967541,528.6940089371856,178,334,89
315,week,Clothing,687.0544212299001,368.9258370797456,262,388,71
316,although,Books,796.8497772725688,1487.3144984100236,66,28,107
317,improve,Electronics,121.72958329426018,1836.8140052383135,325,29,150
318,become,Food,538.186216671174,259.71521081170863,371,338,128
319,smile,Clothing,110.25252917753556,428.2614136067107,423,122,32
320,no,Food,873.8482791046681,1973.2260072263525,105,212,169
321,peace,Books,512.5603554297838,79.2942147638555,98,176,32
322,international,Clothing,809.8860323681498,1041.0913408232004,487,105,170
323,event,Furniture,374.40478128955215,1056.4200576595379,96,480,180
324,water,Food,133.82744454816216,563.164974034259,413,72,81
325,cultural,Clothing,51.08431134185436,1342.9063168651387,477,491,182
326,space,Food,288.6945245646518,1892.6347675326767,472,110,102
327,gas,Clothing,251.79136336043777,927.9171653653254,46,113,190
328,their,Electronics,564.7484542797622,1511.3680355323215,378,397,85
329,hard,Food,31.52144968307028,1309.8370055793434,31,232,43
330,also,Furniture,525.3648388561817,972.236633906344,408,494,131
331,blood,Furniture,397.8540245918831,147.1339846162491,375,43,166
332,now,Books,581.3510472152977,1496.4121196666867,382,265,167
333,moment,Clothing,705.393352868861,758.3403218868527,399,296,198
334,discussion,Food,637.7510256290407,487.7646423847208,204,46,45
335,reason,Books,984.7979256796326,1899.1238670869325,148,495,46
336,chair,Food,146.88269043810234,1558.330400616966,132,58,115
337,crime,Clothing,435.4396388404807,1926.423929270026,186,225,104
338,sign,Furniture,430.58242927687803,549.6230177229006,461,440,13
339,thousand,Electronics,422.88267166589145,1679.7969887768802,189,140,52
340,career,Furniture,667.1604081222416,1235.0567383108398,489,101,9
341,situation,Books,494.9297799412552,1963.9321941412784,127,281,185
342,capital,Electronics,522.2582342148335,1895.3180439466319,364,238,69
343,offer,Books,438.03243222529704,1947.2876876382697,394,89,43
344,boy,Clothing,991.7824664083769,1905.9468557628868,297,246,7
345,most,Electronics,928.2857353308517,64.93869043635603,309,400,44
346,TV,Books,314.64694747072724,1495.1165497938443,87,179,172
347,response,Clothing,120.47798551900051,580.2723943588014,455,380,102
348,drive,Furniture,841.3670767982169,1424.8028363274298,121,464,68
349,drive,Clothing,997.1985489114672,1962.191842445122,332,231,122
350,guy,Food,299.68280509924904,126.75081186257971,304,99,77
351,address,Clothing,364.20707658334857,1155.6262732567334,399,215,44
352,cover,Clothing,942.2168496703509,1483.1586583277,135,200,40
353,because,Food,714.018222823059,544.0496253188735,328,256,171
354,pull,Books,302.6819484618398,488.9877772809278,199,437,62
355,start,Books,585.2360263710759,167.67373553366792,171,494,171
356,it,Clothing,944.7872835706136,233.14372147774742,260,436,147
357,second,Food,813.6949758763208,1330.662326154305,124,195,49
358,wear,Food,744.414386591373,1035.1607071123042,242,380,193
359,turn,Furniture,739.6263486097522,108.64084358979457,435,24,77
360,military,Books,186.24012104934764,1940.8404295678934,71,363,153
361,rest,Electronics,826.4344268356571,1329.2894455031699,382,470,41
362,Democrat,Books,283.35744611902356,1055.1637095812162,59,270,23
363,analysis,Books,931.0629913225142,581.8122614215255,109,278,186
364,argue,Furniture,370.99359110364514,1333.2928253746313,41,226,43
365,leg,Electronics,859.083793071834,760.1273326212898,445,228,105
366,add,Furniture,273.5711595726234,1419.8636171918547,286,128,113
367,strong,Electronics,519.381667216418,1381.01524459819,379,31,168
368,dark,Clothing,115.81644253416995,230.85040049205222,146,341,158
369,speak,Electronics,663.5177139662123,1823.0583812064338,286,251,162
370,much,Furniture,837.71848241517,999.5997906232785,391,58,110
371,resource,Books,721.2628084893919,816.2426309847801,52,325,138
372,expert,Electronics,528.0259278092708,1913.1511800761182,176,147,105
373,realize,Electronics,54.6647198154449,904.5080981668626,279,106,60
374,sport,Food,934.1065970991499,1456.3807879609756,380,437,129
375,society,Books,708.4346530928483,1327.5161306371806,165,85,140
376,idea,Clothing,748.4055959816797,372.02319126196045,327,2,174
377,moment,Furniture,796.7337697556991,1982.728408799117,486,437,93
378,school,Clothing,750.2659916683346,954.028428467229,477,451,75
379,also,Books,446.7050024573503,819.8260162137516,482,303,145
380,senior,Electronics,736.2856109950674,1843.2463108687987,252,371,58
381,fill,Electronics,628.7765199322257,1082.0147563253647,103,53,38
382,account,Books,855.4761703320986,1424.900075762159,53,441,6
383,over,Electronics,804.4352171839968,1700.1797921609214,255,222,190
384,there,Electronics,50.960638642587284,509.2140716628108,361,482,138
385,set,Electronics,385.0982194292792,380.4598411293325,173,25,26
386,perform,Furniture,44.36899066205562,183.58827090246163,251,35,58
387,relate,Furniture,111.05417551843694,1799.4099335298274,177,157,17
388,fast,Food,605.3966147835753,440.71583474914,49,460,53
389,top,Clothing,875.0836029506308,650.120385925568,111,343,5
390,learn,Books,128.62651112217458,607.3235058539547,210,476,67
391,need,Books,456.5783945921632,643.9465756686701,248,366,107
392,ask,Books,911.7701157583793,1352.7191973160009,175,145,148
393,argue,Food,816.1579738348719,1910.5214395440496,107,336,179
394,mission,Furniture,524.4712175012706,692.4342001172038,153,433,174
395,anyone,Food,773.8557249355426,844.9119515844588,347,440,67
396,sell,Books,527.4668363040917,1553.7366190117918,155,457,131
397,stay,Clothing,166.51141391002028,893.0589911659875,140,387,151
398,girl,Electronics,133.4887520894623,1855.7833974557925,151,278,137
399,woman,Furniture,196.48454974639907,1031.275198953172,273,479,139
400,another,Furniture,357.4128740160227,728.08296873905,44,398,175
401,computer,Food,931.2239749972784,1944.5663432818258,71,387,177
402,material,Furniture,801.6816295170654,880.2746583251509,125,294,172
403,front,Books,438.47354561405433,500.79099881668304,152,343,113
404,draw,Books,498.14594268969824,396.5165888395892,455,277,141
405,social,Food,272.9533630897507,1990.603585365235,349,179,136
406,old,Books,707.3094269074088,1518.326001601256,316,280,191
407,would,Clothing,804.7380147474177,846.8866050376025,309,352,22
408,number,Food,246.5156487109008,1661.4085185617705,220,301,38
409,green,Clothing,51.40340754860071,1116.271952553246,215,197,27
410,certain,Electronics,627.6500537313407,668.9096685848813,330,225,26
411,family,Clothing,566.8869979439635,1499.6023270351209,144,428,23
412,student,Electronics,408.10984347858766,1504.494740822146,107,47,120
413,ability,Electronics,647.4550023554781,1025.329996909063,496,185,103
414,fund,Clothing,555.1071650052921,138.05876369321794,354,403,65
415,make,Food,258.07576082825085,200.19384881865184,281,162,74
416,will,Books,403.7516858664951,1588.0614840524788,322,131,47
417,board,Books,433.8324340497693,1655.7789331770157,306,295,61
418,several,Electronics,881.445514530808,1372.6650097255053,325,92,174
419,strong,Electronics,961.2951125876699,1686.1837220644818,334,75,132
420,executive,Food,894.0713487725321,1453.0005671973436,479,444,159
421,their,Furniture,721.9862438114599,1799.0225099923862,424,138,4
422,none,Clothing,589.1428062697636,343.2766315958966,390,168,29
423,gas,Electronics,692.3690191112954,806.0959802374033,64,258,73
424,really,Books,939.7181285253621,955.0160480870975,284,238,79
425,down,Food,257.4987478715934,630.4443997785165,265,45,44
426,south,Clothing,539.7693025966709,1464.464573891416,6,487,3
427,make,Food,692.7119388104038,1829.2556847438234,401,411,187
428,morning,Clothing,682.4545313110319,854.3402885750888,168,309,79
429,security,Clothing,259.75616998106807,1886.0068309660348,355,137,121
430,prepare,Electronics,590.8642121158543,1057.6993689309106,460,103,181
431,who,Food,797.9540109959548,1068.9054722912997,173,129,139
432,issue,Food,480.3281902497414,1220.4281043216251,338,161,134
433,foot,Books,795.3650959317476,573.2455769826845,119,38,47
434,determine,Books,366.28377177700924,797.5530123133221,427,57,7
435,activity,Electronics,939.3725258921213,1128.8130331267146,226,161,115
436,avoid,Electronics,538.5891560941101,1886.8666268678603,174,176,110
437,this,Furniture,599.9884712846882,1303.250527987676,447,259,68
438,off,Books,41.047953116542516,699.5772878829836,129,288,1
439,red,Clothing,178.56644575730832,70.41371796718015,187,461,184
440,knowledge,Food,636.6045416663343,1964.248017363316,63,405,77
441,standard,Electronics,425.67166806444857,1011.3198877458711,463,324,43
442,official,Food,513.082152553593,1880.0655587450035,381,145,156
443,adult,Food,72.34169464636344,1121.223205978353,274,426,157
444,safe,Furniture,835.7938860262805,1230.6564774334631,86,68,18
445,expect,Books,786.660546273255,1438.2288990127456,210,340,87
446,beat,Electronics,193.50043596463104,675.9026806455909,497,268,73
447,large,Food,637.9860636848056,1413.0187233163174,193,218,190
